,artist_id,genre
357,1YYJxpOXYk1z1WtqdeLMkn,edm
358,1YYJxpOXYk1z1WtqdeLMkn,electro house
359,1YYJxpOXYk1z1WtqdeLMkn,electronic trap
360,1YYJxpOXYk1z1WtqdeLMkn,filthstep
361,1YYJxpOXYk1z1WtqdeLMkn,zapstep
362,1godYJmIid3ZStYD02whcg,classical soprano
363,6m677bkJTyCYHZZa6h8PR5,jazz saxophone
364,4AK6F7OLvEQ5QYCBNiQWHq,boy band
365,4AK6F7OLvEQ5QYCBNiQWHq,dance pop
366,4AK6F7OLvEQ5QYCBNiQWHq,pop
367,4AK6F7OLvEQ5QYCBNiQWHq,post-teen pop
368,4AK6F7OLvEQ5QYCBNiQWHq,talent show
369,4JzSg7hCVUpBkkp7puEz31,pop reggaeton
370,2bHgAaZ7qbGbMMXwAQm48I,ragga jungle
371,2bHgAaZ7qbGbMMXwAQm48I,uk reggae
372,7ICtJI0WkGw8bQB2ELzHjk,ballroom
373,7ICtJI0WkGw8bQB2ELzHjk,easy listening
374,7ICtJI0WkGw8bQB2ELzHjk,exotica
375,7ICtJI0WkGw8bQB2ELzHjk,light music
376,7ICtJI0WkGw8bQB2ELzHjk,lounge
377,6jDzxywOhu6CcmS8MVzWlL,contemporary country
378,6jDzxywOhu6CcmS8MVzWlL,country pop
379,3eAOH2az3fQIfX2UAw0FfC,nz reggae
380,33Jkw9vRz13pxeEU7zcump,chamber ensemble
381,2fxJs0sKbzKWBklkuwzI2t,ballet class
382,0i5yrKtlP4URcRBXQQwnik,bossa nova
383,0i5yrKtlP4URcRBXQQwnik,cool jazz
384,0i5yrKtlP4URcRBXQQwnik,jazz guitar
385,1GO9LmsSPXbqZjWkfViwIl,reggae rock
386,1GO9LmsSPXbqZjWkfViwIl,west coast reggae
387,2QlwnS23KrBeshXFyK5U6M,deep house
388,2QlwnS23KrBeshXFyK5U6M,deep tropical house
389,2QlwnS23KrBeshXFyK5U6M,edm
390,2QlwnS23KrBeshXFyK5U6M,electro house
391,2QlwnS23KrBeshXFyK5U6M,pop edm
392,2QlwnS23KrBeshXFyK5U6M,tropical house
393,2VviFtXYreO6Zn9n8Ibk6C,boogaloo
394,2VviFtXYreO6Zn9n8Ibk6C,jazz piano
395,2VviFtXYreO6Zn9n8Ibk6C,latin jazz
396,2VviFtXYreO6Zn9n8Ibk6C,salsa
397,2VviFtXYreO6Zn9n8Ibk6C,salsa international
398,2VviFtXYreO6Zn9n8Ibk6C,tropical
399,09hNSPPOxDop4FRdr6UEnq,album rock
400,09hNSPPOxDop4FRdr6UEnq,classic rock
401,09hNSPPOxDop4FRdr6UEnq,glam metal
402,09hNSPPOxDop4FRdr6UEnq,hard rock
403,09hNSPPOxDop4FRdr6UEnq,metal
404,09hNSPPOxDop4FRdr6UEnq,rock
405,02YLJJnWC7YQVixkjEBRn7,british singer-songwriter
406,02YLJJnWC7YQVixkjEBRn7,chamber pop
407,02YLJJnWC7YQVixkjEBRn7,indie anthem-folk
408,02YLJJnWC7YQVixkjEBRn7,indie folk
409,6JSdWtNdhfjutA5r16UOpx,classical piano
410,3SEw2qamdOWyVZtzKxWTTg,german dark minimal techno
411,56XvNT6cBlQRq80XBVFqYi,livetronica
412,2dogRElUKV20C2khRHqjRc,a cappella
413,2dogRElUKV20C2khRHqjRc,adult standards
414,2dogRElUKV20C2khRHqjRc,lounge
415,2dogRElUKV20C2khRHqjRc,vocal jazz
416,5FE0B5zV9y7T5OzkiDkBG8,indie poptimism
417,5FE0B5zV9y7T5OzkiDkBG8,vapor soul
418,1ht9oSlPiNywrg22T2sM8d,dub
419,1ht9oSlPiNywrg22T2sM8d,lovers rock
420,1ht9oSlPiNywrg22T2sM8d,reggae
421,1ht9oSlPiNywrg22T2sM8d,rock steady
422,1ht9oSlPiNywrg22T2sM8d,roots reggae
423,1ht9oSlPiNywrg22T2sM8d,ska
424,1ht9oSlPiNywrg22T2sM8d,ska revival
425,3RthMq3xfDQZl80cMEg1JQ,bay area indie
426,3RthMq3xfDQZl80cMEg1JQ,indie poptimism
427,3RthMq3xfDQZl80cMEg1JQ,modern alternative rock
428,7x5Slu7yTE5icZjNsc3OzW,boogaloo
429,7x5Slu7yTE5icZjNsc3OzW,salsa
430,7x5Slu7yTE5icZjNsc3OzW,tropical
431,0tsbTWuIgZI6e3lgLirQpJ,modern ska punk
432,3HmzM7c3S5iM1jBG3gl0FF,classical clarinet
433,3HmzM7c3S5iM1jBG3gl0FF,classical performance
434,5lwmRuXgjX8xIwlnauTZIP,bachata
435,5lwmRuXgjX8xIwlnauTZIP,latin
436,5lwmRuXgjX8xIwlnauTZIP,tropical
437,30e8DmahrEamvLbFRPdWmk,arkansas country
438,30e8DmahrEamvLbFRPdWmk,contemporary country
439,30e8DmahrEamvLbFRPdWmk,country
440,30e8DmahrEamvLbFRPdWmk,country road
441,30e8DmahrEamvLbFRPdWmk,modern country rock
442,30e8DmahrEamvLbFRPdWmk,redneck
443,6aX6KqXgEcARRHwvWxHcFW,canadian pop
444,6aX6KqXgEcARRHwvWxHcFW,social media pop
445,6qrWzQSK00anTGkydomNW7,banda
446,6qrWzQSK00anTGkydomNW7,deep regional mexican
447,6qrWzQSK00anTGkydomNW7,duranguense
448,6qrWzQSK00anTGkydomNW7,grupera
449,6qrWzQSK00anTGkydomNW7,norteno
450,6qrWzQSK00anTGkydomNW7,regional mexican
451,6qrWzQSK00anTGkydomNW7,regional mexican pop
